conversation_id,text,person_id,time
FirstGame_PAM_9,Let me know if you guys have trouble accessing the batch.,tiffany x,10/8/13 10:29
FirstGame_Pneumatic_9,Correct,carl b,10/8/13 10:29
FirstGame_Pneumatic_9,"ROM 4 with NiCd, ROM 5 with NiCd, ROM 3 with LiPO and ROM 5 with LiPO?",joseph k,10/8/13 10:29
FirstGame_Pneumatic_9,any objections?,joseph k,10/8/13 10:29
FirstGame_Electric_9,"@Akash: If we agree on what to put in the team batch, then yes I can make it once REDD is up.",brandon l,10/8/13 10:30
FirstGame_Electric_9,"@Akash: If we agree on what to put in the team batch, then yes I can make it once REDD is up.",brandon l,10/8/13 10:30
FirstGame_Pneumatic_9,"Ok, so we are moving ahead with the aforementioned batch. Good meeting, I've got to go to my next class.",carl b,10/8/13 10:31
FirstGame_Electric_9,"What about the fifth, and are those four good for everyone?",brandon l,10/8/13 10:32
FirstGame_Electric_9,So far it sounds like: 1. Aluminum + ROM 4 + NiCd + Piezo + Electric; 2. Aluminum + ROM 4 + NiCd + SG + Electric; 3. Composite + ROM 4 + NiCd + Piezo + Electric; 4. Composite + ROM 4 + NiCd + SG + Electric.,brandon l,10/8/13 10:32
FirstGame_Electric_9,"What about the fifth, and are those four good for everyone?",brandon l,10/8/13 10:32
FirstGame_Electric_9,So far it sounds like: 1. Aluminum + ROM 4 + NiCd + Piezo + Electric; 2. Aluminum + ROM 4 + NiCd + SG + Electric; 3. Composite + ROM 4 + NiCd + Piezo + Electric; 4. Composite + ROM 4 + NiCd + SG + Electric.,brandon l,10/8/13 10:32
FirstGame_Hydraulic_9,"I would also be interested in sharing the problems (or non-problems) the hydraulic actuator had for each consultant's specifications.  For DaShawn Edwards, hydraulic's main issue was its agility, so I tried to choose other components to be agile.",jordan l,10/8/13 10:32
FirstGame_Electric_9,maybe make the last one as a miscellaneous one?,akash v,10/8/13 10:33
FirstGame_Pneumatic_9,"Yes, I created the batch, results will be up later, don't forget to do your notebook eventually, good meeting, good luck",joseph k,10/8/13 10:33
FirstGame_Hydraulic_9,@Team:  Does 5:00 PM sound like a good group deadline for choosing which 5 prototypes to test?,jordan l,10/8/13 10:34
FirstGame_Pneumatic_9,Also @Peter H:  I would suggest deleting your first made batch in case we can only have one batch analyzed at a time,joseph k,10/8/13 10:34
FirstGame_Electric_7,for the assessments of the internal consultant request did you guys just evaluate the electric actuator? Like with the graphs on rom recharge and agility?,steven z,10/8/13 10:36
FirstGame_Electric_9,Maybe we should have a durability-focused design then? Steel + ROM 4? maybe 1 or 6 + NiCd + Piezo (safety and recharge) + Electric? What does everyone think of these five prototypes?,brandon l,10/8/13 10:36
FirstGame_Electric_9,Maybe we should have a durability-focused design then? Steel + ROM 4? maybe 1 or 6 + NiCd + Piezo (safety and recharge) + Electric? What does everyone think of these five prototypes?,brandon l,10/8/13 10:36
FirstGame_Electric_9,@Brandon: you should try ROM 6 and then it sounds good to me,akash v,10/8/13 10:37
FirstGame_Electric_9,"OK, talk to you on Thursday.",brandon l,10/8/13 10:37
FirstGame_Electric_9,"OK, talk to you on Thursday.",brandon l,10/8/13 10:37
FirstGame_Electric_9,Why the ROM 6? To balance out the weight of the steel with more movement?,brandon l,10/8/13 10:38
FirstGame_Electric_9,Why the ROM 6? To balance out the weight of the steel with more movement?,brandon l,10/8/13 10:38
FirstGame_Electric_9,ya and if we use the piezoelectric with good recharge it can make up for lower recharge of ROM 6,akash v,10/8/13 10:39
FirstGame_Hydraulic_9,PIezoelectric control sensors had the lowest RPN Values,jimmy i,10/8/13 10:40
FirstGame_Electric_9,"So Alexander, Steven, do you guys also agree with the four combinations of Composite/Aluminum and Piezo/SG, along with this fifth steel/piezo/ROM 6?",brandon l,10/8/13 10:41
FirstGame_Electric_9,"So Alexander, Steven, do you guys also agree with the four combinations of Composite/Aluminum and Piezo/SG, along with this fifth steel/piezo/ROM 6?",brandon l,10/8/13 10:41
FirstGame_PAM_9,"@Justin Kim: Thanks, see you Thursday!",tiffany x,10/8/13 10:42
FirstGame_Electric_7,"yes I agree, the original ones are exactly what i was thinking of and incorporating the steel is perfect!",steven z,10/8/13 10:45
FirstGame_PAM_9,We need another design to test. My 4th design and Amalia's 5th design are exactly the same. I'm sorry I overlooked that. I assumed that she used Aluminum instead of composite material. Shall we test Amalia's 3rd design? That's the one I was shooting for,tiffany x,10/8/13 11:19
FirstGame_PAM_9,I will also update the batch !,tiffany x,10/8/13 11:20
FirstGame_PAM_9,"But then again, Amelia's 2nd design is the exact same as my 5th design...",tiffany x,10/8/13 11:36
FirstGame_PAM_9,It's almost as if we cannot come up with the perfect 5 without a repeat Lol,tiffany x,10/8/13 11:38
FirstGame_Hydraulic_9,I'm good for 5. But my workspace still isn't working.,margaret n,10/8/13 15:43
FirstGame_Hydraulic_9,Soooo...it's still not working.,margaret n,10/8/13 16:57
FirstGame_Pneumatic_9,"Hey Nassim, my group chat is blown up to half of my screen so my notebook, worklog and email are all inaccessible. Can you minimize this for me so I can continue my work?",peter h,10/8/13 18:21
FirstGame_Series Elastic_9,Okay so we have the safety and cost and payload and cost prototypes done,joseph h,10/8/13 18:40
FirstGame_Series Elastic_9,my workspace still isnt up...,cameron k,10/8/13 18:45
FirstGame_Series Elastic_9,my workspace still isnt up...,cameron k,10/8/13 18:45
FirstGame_Series Elastic_9,"its working now, I messed up my title for the design it should read ""Agility and safety final prototype""",cameron k,10/8/13 19:09
FirstGame_Series Elastic_9,"its working now, I messed up my title for the design it should read ""Agility and safety final prototype""",cameron k,10/8/13 19:09
FirstGame_Series Elastic_9,whoever is making the 5th prototype can create the batch,cameron k,10/8/13 19:10
FirstGame_Series Elastic_9,whoever is making the 5th prototype can create the batch,cameron k,10/8/13 19:10
FirstGame_Series Elastic_9,my workspace is still not working so someone else is going to have to do the last one,fletcher l,10/8/13 19:16
FirstGame_PAM_9,"Hi, sorry just got back on after that problem my connection just wouldn't work.",amalia x,10/8/13 19:25
FirstGame_Electric_9,"Everything including REDD and the notebook is still not working for me, so don't be disappointed when I don't have that group batch made.",brandon l,10/8/13 20:39
FirstGame_Electric_9,"Everything including REDD and the notebook is still not working for me, so don't be disappointed when I don't have that group batch made.",brandon l,10/8/13 20:39
FirstGame_Hydraulic_9,"@Margaret: The chat is still expanded, but refreshing the page (while logged in) loads the workspace window for me.  I am using Chrome.",jordan l,10/8/13 20:39
FirstGame_Electric_9,@Justin Kim: I'm assuming it's fine if we don't turn in a group batch by tomorrow morning if WorkPro is still not working then? That would be rather difficult to do.,brandon l,10/8/13 20:41
FirstGame_Electric_9,@Justin Kim: I'm assuming it's fine if we don't turn in a group batch by tomorrow morning if WorkPro is still not working then? That would be rather difficult to do.,brandon l,10/8/13 20:41
FirstGame_Electric_9,"Ah, I finally got it to work. I'll make that batch.",brandon l,10/8/13 20:45
FirstGame_Electric_9,"Ah, I finally got it to work. I'll make that batch.",brandon l,10/8/13 20:45
FirstGame_Electric_9,Hmm...,brandon l,10/8/13 21:04
FirstGame_Electric_9,Hmm...,brandon l,10/8/13 21:04
FirstGame_Electric_9,"In the Batches section of REDD, View Results is an option for ""Brandon's Prototype Designs"". Does this mean that someone did the virtual tests on my batch, even though I didn't send it? The ""Group Prototype Batch"" is the proper batch with the prototypes we agreed on in our discussion.",brandon l,10/8/13 21:06
FirstGame_Electric_9,"In the Batches section of REDD, View Results is an option for ""Brandon's Prototype Designs"". Does this mean that someone did the virtual tests on my batch, even though I didn't send it? The ""Group Prototype Batch"" is the proper batch with the prototypes we agreed on in our discussion.",brandon l,10/8/13 21:06
FirstGame_PAM_9,for the last one let's do Amelia's 5th design. It's different.,amalia x,10/8/13 21:17
FirstGame_PAM_9,Amelia's 5th design,amalia x,10/8/13 21:17
FirstGame_Series Elastic_9,I could get in earlier but now I cant get in again,joseph h,10/8/13 22:09
FirstGame_Series Elastic_9,I haven't been able to get in at all,fletcher l,10/8/13 22:21
FirstGame_Series Elastic_9,I dont know how we can get it done by 9 tomorrow morning,joseph h,10/8/13 22:49
FirstGame_Hydraulic_9,Has everybody chosen a few that they think are the best prototypes?,jimmy i,10/8/13 23:06
FirstGame_Series Elastic_9,"Okay I made last one but named it wrong, it is safety and recharge not cost and recharge.  I also made the batch and called it final designs",joseph h,10/8/13 23:08
FirstGame_Series Elastic_9,I still can't get in so I don't really know what to do...if you have any suggestions that would be great,fletcher l,10/8/13 23:21
FirstGame_Hydraulic_9,"Interesting...  I'm not sure if that was supposed to happen, but there are now View Results buttons by each of the batches except for the team batch.  They display technical specifications of each prototype.",jordan l,10/9/13 7:57
FirstGame_Electric_9,I can't get anywhere do anything because workPro isn't working,akash v,10/9/13 17:36
FirstGame_Electric_9,or*,akash v,10/9/13 17:36
FirstGame_Electric_9,@Akash: There's a WiscMail email about things to try. It might help.,brandon l,10/9/13 18:45
FirstGame_Electric_9,@Akash: There's a WiscMail email about things to try. It might help.,brandon l,10/9/13 18:45
FirstGame_Hydraulic_9,The results for the team batch are up. The numbers look good.,margaret n,10/9/13 22:17
FirstGame_Series Elastic_9,I can easily get in now.  I think it was just a timing thing,joseph h,10/9/13 23:08
FirstGame_PAM_7,Good morning,luis t,10/10/13 9:29
FirstGame_Hydraulic_9,@Nassim Tehrani: Good morning.,margaret n,10/10/13 9:30
FirstGame_Pneumatic_9,Good Morning!,carl b,10/10/13 9:31
FirstGame_Series Elastic_7,good morning,peter s,10/10/13 9:31
FirstGame_Series Elastic_9,good morning,cameron k,10/10/13 9:31
FirstGame_Series Elastic_9,good morning,cameron k,10/10/13 9:31
FirstGame_Series Elastic_9,good morning,fletcher l,10/10/13 9:31
FirstGame_Series Elastic_9,Good morning,kevin g,10/10/13 9:31
FirstGame_Hydraulic_9,Good morning.,jordan l,10/10/13 9:32
FirstGame_PAM_9,Hi!,amelia n,10/10/13 9:32
FirstGame_Pneumatic_9,Good Morning,peter h,10/10/13 9:32
FirstGame_Electric_9,Sounds good,akash v,10/10/13 9:33
FirstGame_Hydraulic_9,Okay.,jordan l,10/10/13 9:34
FirstGame_Pneumatic_9,Morning,robert z,10/10/13 9:34
FirstGame_Pneumatic_9,@Nassim Tehrani: Got the email and my notebook is now submitted. Thanks.,mitchell h,10/10/13 9:41
FirstGame_Electric_9,I was at the discussion.,steven z,10/10/13 9:49
FirstGame_PAM_9,ok present for meeting,amelia n,10/10/13 10:02
FirstGame_Pneumatic_9,Will we be starting soon?,peter h,10/10/13 10:02
FirstGame_PAM_7,present,luis t,10/10/13 10:03
FirstGame_Series Elastic_9,"for today, the meeting is about choosing 5 designs right? or are we going to just choose based on last Tuesday's discussion?",amirah u,10/10/13 10:04
FirstGame_PAM_9,ok,amelia n,10/10/13 10:06
FirstGame_Electric_11,Ok I guess I'll start by saying I feel the composite SG and composite Piezoelectric were the best prototypes. However they were probably too expensive than what Rescu-Tek is looking for,akash v,10/10/13 10:09
FirstGame_Series Elastic_11,Sounds good,joseph h,10/10/13 10:09
FirstGame_Electric_11,"We discussed which components we liked the most, and there were only differences on the material and sensor, so we made four prototypes, two of each material and 2 of each sensor.",brandon l,10/10/13 10:10
FirstGame_Electric_11,"We discussed which components we liked the most, and there were only differences on the material and sensor, so we made four prototypes, two of each material and 2 of each sensor.",brandon l,10/10/13 10:10
FirstGame_Series Elastic_11,"We chose one attribute to be focused on in each of them, and then paired it with each other attribute to get four of the designs.  The fifth was just an overall best combination",joseph h,10/10/13 10:10
FirstGame_Electric_11,It was difficult to make every consultant happy considering they each had different preferences but whichever factor was brought up most we should focus on if any.,alexander b,10/10/13 10:11
FirstGame_Electric_11,"Some of the numbers (the recharge interval of the ""strong"" exoskeleton) were below the absolute minimum numbers given by the ICs, which would not be acceptable",brandon l,10/10/13 10:11
FirstGame_Electric_11,"Some of the numbers (the recharge interval of the ""strong"" exoskeleton) were below the absolute minimum numbers given by the ICs, which would not be acceptable",brandon l,10/10/13 10:11
FirstGame_PAM_9,they serve as the best group to test so we can closely analyze the prototypes variables,amelia n,10/10/13 10:11
FirstGame_Electric_11,@Brandon: Ya I think the strong prototype completely disappointed,akash v,10/10/13 10:12
FirstGame_Electric_11,The agility was much TOO high for all of our prototypes and the payload and recharge interval were on the low side,brandon l,10/10/13 10:12
FirstGame_Electric_11,The agility was much TOO high for all of our prototypes and the payload and recharge interval were on the low side,brandon l,10/10/13 10:12
FirstGame_Series Elastic_11,We tried to met the requirements of each consultant but we focused more on meeting the requirement of the consultants that we were focusing the attributes on,joseph h,10/10/13 10:12
FirstGame_Hydraulic_9,"Although we had some technical difficulties, we were able to propose our designs and agree upon them",connor f,10/10/13 10:13
FirstGame_Series Elastic_11,That was the main reason we focused on safety for all of the prototypes,joseph h,10/10/13 10:13
FirstGame_Series Elastic_11,Safety in general was our number one priority,kevin g,10/10/13 10:13
FirstGame_Electric_11,"@Justin Kim: Safety, Agility, and Payload",akash v,10/10/13 10:14
FirstGame_Hydraulic_9,I attempted to meet the needs of my internal consultant by suggesting designs that were cost-efficient,connor f,10/10/13 10:14
FirstGame_PAM_9,I used the materials and design elements that worked best with my internal consultants requests,amelia n,10/10/13 10:14
FirstGame_Series Elastic_11,We figured a higher safety along with a better agility would be the best for the workers,joseph h,10/10/13 10:14
FirstGame_Electric_11,"I believe safety has to be a high priority because if the product isn't safe, it cannot be very reliable",alexander b,10/10/13 10:15
FirstGame_Electric_11,"Rescue workers most care about moving - agility, payload, and safety. Hmm.... For some reason my five original prototypes were also evaluated, and I surprisingly like some of the numbers there. One of them was excellent for all attributes except payload, and one was excellent for everything except agility, which actually did meet the minimum.",brandon l,10/10/13 10:15
FirstGame_Electric_11,"Rescue workers most care about moving - agility, payload, and safety. Hmm.... For some reason my five original prototypes were also evaluated, and I surprisingly like some of the numbers there. One of them was excellent for all attributes except payload, and one was excellent for everything except agility, which actually did meet the minimum.",brandon l,10/10/13 10:15
FirstGame_Series Elastic_9,the worker's safety is actually the primary concern when we design the exoskeleton.,amirah u,10/10/13 10:15
FirstGame_Series Elastic_11,Thats why most of the prototypes ended up using the ROM 4,joseph h,10/10/13 10:15
FirstGame_Electric_11,@Justin Kim: I think this because I feel that those three aspects are most relevent when it is operating in the field and I think the rescue worker really only cares if it works when it is supposed to and would probably pay extra money in order to have so,akash v,10/10/13 10:16
FirstGame_Electric_11,Agility allows them to move well to stay safe and get to whoever or whatever they're rescuing. Payload allows them to actually rescue people.,brandon l,10/10/13 10:16
FirstGame_Electric_11,Agility allows them to move well to stay safe and get to whoever or whatever they're rescuing. Payload allows them to actually rescue people.,brandon l,10/10/13 10:16
FirstGame_Series Elastic_11,"Some of them were, some werent",joseph h,10/10/13 10:16
FirstGame_Series Elastic_11,I think the balanced combination and final recharge interval and cost were the best devices,joseph h,10/10/13 10:16
FirstGame_Electric_11,"I thought that safety near the maximum was not very good (close to 225 - one had 218 RPN), but other than that I was fine with the safety as long as it was around 200 or lower.",brandon l,10/10/13 10:17
FirstGame_Electric_11,"I thought that safety near the maximum was not very good (close to 225 - one had 218 RPN), but other than that I was fine with the safety as long as it was around 200 or lower.",brandon l,10/10/13 10:17
FirstGame_Hydraulic_9,I had prioritized agility over payload and chose light materials because I believe the rescue workers would like something comfortable to wear,connor f,10/10/13 10:17
FirstGame_Series Elastic_11,The recharge interval quota was hard to meet,joseph h,10/10/13 10:17
FirstGame_Series Elastic_11,That might just be the case with all Series Elastic actuators though so it might be out of our control,joseph h,10/10/13 10:17
FirstGame_Series Elastic_11,I think the trial gave us a much better idea of the properties of the different parts but I definitely would like to go backand make a few changes,kevin g,10/10/13 10:17
FirstGame_Electric_11,@Brandon: Ya I agree. I think we need to find a way to increase payload for our next tests,akash v,10/10/13 10:18
FirstGame_Series Elastic_9,there was no design that perfectly fits all wanted attributes.,amirah u,10/10/13 10:18
FirstGame_Electric_11,It was fairly successful. We discovered what was good or bad about our prototypes. Agility and payload were issues for opposite reasons.,brandon l,10/10/13 10:19
FirstGame_Electric_11,It was fairly successful. We discovered what was good or bad about our prototypes. Agility and payload were issues for opposite reasons.,brandon l,10/10/13 10:19
FirstGame_Series Elastic_11,Yeah cost was hard too,joseph h,10/10/13 10:19
FirstGame_Series Elastic_11,Agility and safety were fairly easy however,joseph h,10/10/13 10:19
FirstGame_Series Elastic_11,It was also hard to get the cost where we wanted it to be,kevin g,10/10/13 10:19
FirstGame_Electric_11,Payload and recharge are almost opposites. None of the prototypes we submitted were good at both.,brandon l,10/10/13 10:20
FirstGame_Electric_11,Payload and recharge are almost opposites. None of the prototypes we submitted were good at both.,brandon l,10/10/13 10:20
FirstGame_Electric_11,@Justin Kim: We now know how some of the components add up when put together,akash v,10/10/13 10:21
FirstGame_Series Elastic_11,With the graph its a lot easier to understand how our choices actually impact the results,joseph h,10/10/13 10:21
FirstGame_Electric_11,Also we know how each component is related to each other,alexander b,10/10/13 10:22
FirstGame_Electric_11,ROM heavily affects the price and recharge because it adds sensors and actuators.,brandon l,10/10/13 10:22
FirstGame_Electric_11,ROM heavily affects the price and recharge because it adds sensors and actuators.,brandon l,10/10/13 10:22
FirstGame_Series Elastic_11,ok,joseph h,10/10/13 10:22
FirstGame_Hydraulic_9,"I agree with Jordan, and since hydraulic actuators had the greatest payload ratings, but low agility, I did not give much though to payload, but focused on maximizing other attributes, mainly agility.",connor f,10/10/13 10:23
FirstGame_Electric_11,Good Meeting team,akash v,10/10/13 10:26
FirstGame_Electric_11,"justin, does it look like i am missing or behind on anything",steven z,10/15/13 9:31
FirstGame_Series Elastic_9,goodmorning,peter s,10/15/13 9:31
FirstGame_Series Elastic_11,good morning,fletcher l,10/15/13 9:31
FirstGame_Series Elastic_11,Good Morning,joseph h,10/15/13 9:31
FirstGame_Series Elastic_11,yea I was wondering the same,cameron k,10/15/13 9:32
FirstGame_Series Elastic_11,yea I was wondering the same,cameron k,10/15/13 9:32
FirstGame_Series Elastic_11,What does the email mean about the poster?,joseph h,10/15/13 9:32
FirstGame_Series Elastic_11,When is that due?,fletcher l,10/15/13 9:33
FirstGame_Series Elastic_11,same here,fletcher l,10/15/13 9:33
FirstGame_Series Elastic_11,Do we have separate posters?,joseph h,10/15/13 9:33
FirstGame_Series Elastic_11,Or is there a big group one,joseph h,10/15/13 9:33
FirstGame_Electric_11,"@Justin Kim: What is the presentation supposed to include, and is it a PowerPoint or something else? Is it a team project?",brandon l,10/15/13 9:34
FirstGame_Electric_11,"@Justin Kim: What is the presentation supposed to include, and is it a PowerPoint or something else? Is it a team project?",brandon l,10/15/13 9:34
FirstGame_Series Elastic_11,So it is a group presentation?,fletcher l,10/15/13 9:34
FirstGame_Series Elastic_11,So with the new group we all create one big poster for a group presentation to the rest of the class?,joseph h,10/15/13 9:34
FirstGame_Electric_11,"I've read the ""Presentation Outline"" resource, but it's a bit vague. What IS the problem, making a functional exoskeleton?",brandon l,10/15/13 9:35
FirstGame_Electric_11,"I've read the ""Presentation Outline"" resource, but it's a bit vague. What IS the problem, making a functional exoskeleton?",brandon l,10/15/13 9:35
FirstGame_Pneumatic_11,We decided that during the last team meeting,joseph k,10/15/13 9:35
FirstGame_Pneumatic_11,The poster was just mentioned at the end of an email on here. Nothing described yet,mitchell h,10/15/13 9:35
FirstGame_Series Elastic_11,Or each of us here creates a poster about series elastic to show to this new group?,joseph h,10/15/13 9:35
FirstGame_Electric_11,Is it a group poster?,akash v,10/15/13 9:36
FirstGame_Pneumatic_11,we decided that the battery and ROM levels were the most pertinent variables and did our best to isolate them as to see how they would directly affect the skeleton's performance,joseph k,10/15/13 9:36
FirstGame_Pneumatic_11,That was the best way to use our tests since we could only test five designs.,peter h,10/15/13 9:36
FirstGame_Pneumatic_11,We just decided which components of the exoskeleton were more or less the obvious choice for the final product and which ones needed more testing i.e. (the batteries and ROMs),carl b,10/15/13 9:37
FirstGame_Series Elastic_11,which,fletcher l,10/15/13 9:37
FirstGame_Series Elastic_11,So witch is it?,fletcher l,10/15/13 9:37
FirstGame_Pneumatic_11,"In reality, I don't know that they factored in much. A lot of them wanted a lot of different things and we were trying to keep as many variables constant as possible",carl b,10/15/13 9:38
FirstGame_Pneumatic_11,Most wanted a high payload and safety standards so we factored what different elements would give us the best outcome to meet those standards.,mitchell h,10/15/13 9:38
FirstGame_Series Elastic_11,Thanks,fletcher l,10/15/13 9:38
FirstGame_Series Elastic_11,Okay.,joseph h,10/15/13 9:38
FirstGame_Pneumatic_11,For the variables that we tried to control (the ones we kept the same from prototype to prototype) we did our best to choose the best features that would hopefully fit their standards,joseph k,10/15/13 9:39
FirstGame_Pneumatic_11,"Yes, for example the choice of aluminum as Robert just mentioned",joseph k,10/15/13 9:39
FirstGame_Pneumatic_11,The IC requests made us aware of what sort of attributes are important to the exoskeleton.  Cost was one that got us deciding on using aluminum for our frame for example.,robert z,10/15/13 9:39
FirstGame_Electric_11,@Justin Kim: So we get assigned a new group sometime soon?,akash v,10/15/13 9:40
FirstGame_Pneumatic_11,"I would say that was our primary interest, as they are the ones who will use the exoskeletons",carl b,10/15/13 9:40
FirstGame_Pneumatic_11,"Yes, I think they just gave us certain areas to focus on that we may not have considered otherwise.",peter h,10/15/13 9:40
FirstGame_Pneumatic_11,"I agree, the consultants that specifically mentioned the buyers and users of the skeletons were most important such as the marketing or design consultants",joseph k,10/15/13 9:41
FirstGame_Pneumatic_11,Because of them our safety and agility are higher quality.,mitchell h,10/15/13 9:41
FirstGame_Pneumatic_11,The only impact their interest had was minimizing the cost of the exoskeleton to accommodate their price restraints,peter h,10/15/13 9:41
FirstGame_Series Elastic_11,is there an outline or instructions on what this final presentation is?,cameron k,10/15/13 9:41
FirstGame_Series Elastic_11,is there an outline or instructions on what this final presentation is?,cameron k,10/15/13 9:41
FirstGame_Pneumatic_11,We used components like the Piezoelectric Sensor which had a high safety rating but also good all around attributes,carl b,10/15/13 9:42
FirstGame_Pneumatic_11,"Most wanted a cheaper, safer and faster equipment",joseph k,10/15/13 9:42
FirstGame_Pneumatic_11,I think the rescue workers' safety was important.  We chose variables which allowed for the best agility or payload for example which did not compromise safety rating for it.,robert z,10/15/13 9:42
FirstGame_Pneumatic_11,I would say it was we got many different results and it gives us insight on which factors matter the most.,mitchell h,10/15/13 9:43
FirstGame_Pneumatic_11,"Yes, several of the exoskeletons fit within the specifications of all the consultants",carl b,10/15/13 9:44
FirstGame_Pneumatic_11,"yes, it seems that our first ""control"" skeleton would have been the best choice, excelling in almost all areas except payload",joseph k,10/15/13 9:44
FirstGame_Pneumatic_11,"What I noticed is that the increase in ROM produced better payload and agility but significantly set back the other performance features. The change in battery from NiCd to LiPo allowed for a much higher payload for about 60 dollars less and gave us maybe 24 minutes of extra use before needing a recharge. It also caused us to lose agility and safety but only so much that it was no longer ideal. It still met all minimum standards of the consultants. This leads me to think that our best route is to ideally forget about higher ROMs, even 4 was putting unnecessary constraints on our prototypes. At the same time we should not completely disregard the LiPO battery option as tweaking other features may prove that this is in fact a better battery choice.",joseph k,10/15/13 9:44
FirstGame_Pneumatic_11,The trial was certainly successful for the variables we tested however I think that if we had been able to test our personal batches we could have likely created a more refined exoskeleton.,peter h,10/15/13 9:44
FirstGame_Pneumatic_11,Naturally we wont find a perfect exoskeleton which will fill all our requirements and desires but the tests gave us back useful information which I would say were the results of a successful trial.,robert z,10/15/13 9:44
FirstGame_Pneumatic_11,"Yes, I agree that was the main one",carl b,10/15/13 9:45
FirstGame_Pneumatic_11,The limitations in how many designs we could test.,peter h,10/15/13 9:45
FirstGame_Series Elastic_11,"So with this new group, is the exoskeleton that we are picking being decided once we get there or is it based on the decisions from this group?",joseph h,10/15/13 9:45
FirstGame_Pneumatic_11,"Yes, realizing that it would be expensive or time consuming to the company to test a multitude of skeletons, it made sense that we had to limit our prototypes but it put serious constraints on what we could specifically look at",joseph k,10/15/13 9:46
FirstGame_Pneumatic_11,Knowledge on how certain variables effect the pneumatic actuator,carl b,10/15/13 9:47
FirstGame_Pneumatic_11,We will be able to identify variables we want to test from earlier on. This will help us create tests that will maximize the variables we can analyze.,peter h,10/15/13 9:47
FirstGame_Series Elastic_11,"Okay, and this is due at the end of thursdays class?",joseph h,10/15/13 9:47
FirstGame_PAM_9,okay I just got it!,luis t,10/15/13 9:48
FirstGame_Pneumatic_11,We will bring our data specifically with our Pneumatics and all the effects with it and other variables on our exoskeletons to compare with other actuators and their data.,robert z,10/15/13 9:48
FirstGame_Pneumatic_11,The Pneumatic actuator works well with the NiCd battery and piezoelectric control system.  It has approvable safety ratings and seems to lack only in payload and agility which is most likely caused by its inability to utilize higher ROM levels,joseph k,10/15/13 9:49
FirstGame_Pneumatic_11,"I agree with Robert, but they also may be inferior to others in terms of payload and agility.",mitchell h,10/15/13 9:50
FirstGame_Pneumatic_11,Our pneumatic actuators are very efficient and cost effective.,robert z,10/15/13 9:50
FirstGame_Series Elastic_11,Thank you,joseph h,10/15/13 9:50
FirstGame_Electric_11,Hey my presentation resources do not work/open,steven z,10/15/13 9:51
FirstGame_PAM_9,@Justin Kim: Should I create a batch for the designs even though a batch has already been made?,luis t,10/15/13 9:51
FirstGame_Pneumatic_11,The use of Gas in the actuator as opposed to water makes for a more reliable and efficient use of energy and the Pneumatic design is safer than the artificial muscle outline which severely limits its payload abilities as the muscles are less supportive than the steel or aluminum piping used in our actuator,joseph k,10/15/13 9:51
FirstGame_Electric_11,the whole page seems its about to like crash again,steven z,10/15/13 9:52
FirstGame_Pneumatic_11,"Yes, that pretty much sums it up",carl b,10/15/13 9:52
FirstGame_Pneumatic_11,As for series elastic and electric it will be exciting to hear how those will compare to Pneumatic,joseph k,10/15/13 9:52
FirstGame_PAM_9,@Justin Kim: alright sounds good,luis t,10/15/13 9:53
FirstGame_Pneumatic_11,good meeting team,joseph k,10/15/13 9:53
FirstGame_Pneumatic_11,In the time we are away from this class the next day or so should we begin work on the poster or should we wait for further instruction?,joseph k,10/15/13 9:54
FirstGame_Electric_7,@Justin Kim: I was working on the next step and the resources page won't open.,christian x,10/15/13 9:55
FirstGame_Electric_11,@Brandon: Are you working on your presentation? If you are how long do think each section should be?,akash v,10/15/13 9:56
FirstGame_Pneumatic_11,In which email was the presentation mentioned?,peter h,10/15/13 9:56
FirstGame_Electric_11,"@Akash: I'm evaluating and comparing prototypes right now, since that's a main part of the presentation.",brandon l,10/15/13 9:58
FirstGame_Electric_11,"@Akash: I'm evaluating and comparing prototypes right now, since that's a main part of the presentation.",brandon l,10/15/13 9:58
FirstGame_Electric_11,@Justin Kim: When is this presentation due?,akash v,10/15/13 9:59
FirstGame_Pneumatic_11,So I assume we are done for today?  It seems that thursday we will be meeting with other teams,joseph k,10/15/13 10:05
FirstGame_Pneumatic_11,"Thanks, have a good day",joseph k,10/15/13 10:07
FirstGame_Series Elastic_11,@Nassim Tehrani: I just got an email to complete a worklog but I never got the actual worklog. Is there something wrong with the system?,peter s,10/15/13 10:14
FirstGame_Series Elastic_11,"yes, I even tried logging in and out that didnt work either",peter s,10/15/13 10:16
FirstGame_Electric_11,@Justin Kim: Thank you for working with us these weeks.,brandon l,10/15/13 10:19
FirstGame_Electric_11,@Justin Kim: Thank you for working with us these weeks.,brandon l,10/15/13 10:19
FirstGame_1_12,"Hello Justin and Team, I'm Robert.  I worked with the Pneumatic team before.",robert z,10/17/13 9:27
FirstGame_4_12,"I am Jordan, and I was previously in team hydraulic.",jordan l,10/17/13 9:28
FirstGame_4_12,Hello everyone.,tiffany x,10/17/13 9:28
FirstGame_1_12,"Hi, I am Akash and I worked with the electric actuator before this group.",akash v,10/17/13 9:29
FirstGame_2_12,"Hi I am Joe, I used the series elastic actuator",joseph h,10/17/13 9:29
FirstGame_3_12,Good morning! I'm Amalia. I have been working with PAM,amalia x,10/17/13 9:29
FirstGame_4_12,Hi guys im Cameron and I was previously worked with the series elastic actuator,cameron k,10/17/13 9:29
